ID,Date,University Affiliate,Training Level,Partner or Clinical Site,Health Profession Category,Gender,Country,"pre-test, module 1, Multiple choice question #1 response","pre-test, module 1, Multiple choice question #2 response","pre-test, module 1, Multiple choice question #3 response","pre-test, module 1, Multiple choice question #4 response","pre-test, module 1, Multiple choice question #1 score","pre-test, module 1, Multiple choice question #3 score","pre-test, module 1, Multiple choice question #2 score","pre-test, module 1, Multiple choice question #4 score","pre-test, module 1, Multiple choice question #total score","pre-test, module 1, Likert question #1 ","pre-test, module 1, Likert question #2 ","pre-test, module 1, Likert question #3 ","pre-test, module 1, Likert question #4 ","pre-test, module 1, Likert question #5 ","pre-test, module 1, Likert question #6 ","pre-test, module 1, Likert question #7 ","pre-test, module 3, Multiple choice question #1 response","pre-test, module 3, Multiple choice question #2 response","pre-test, module 3, Multiple choice question #3 response","pre-test, module 3, Multiple choice question #4.1 response","pre-test, module 3, Multiple choice question #4.2 response","pre-test, module 3, Multiple choice question #4.3 response","pre-test, module 3, Multiple choice question #4.4 response","pre-test, module 3, Multiple choice question #5 response","pre-test, module 3, Multiple choice question #1 score","pre-test, module 3, Multiple choice question #2 score","pre-test, module 3, Multiple choice question #3 score","pre-test, module 3, Multiple choice question #4.1 score","pre-test, module 3, Multiple choice question #4.2 score","pre-test, module 3, Multiple choice question #4.3 score","pre-test, module 3, Multiple choice question #4.4 score","pre-test, module 3, Multiple choice question #5 score","pre-test, module 3, Multiple choice question #total score","pre-test, module 3, Likert question #1 ","pre-test, module 3, Likert question #2 ","pre-test, module 3, Likert question #3 ","pre-test, module 3, Likert question #4 ","pre-test, module 3, Likert question #5 ","pre-test, module 4, Multiple choice question #1 response","pre-test, module 4, Multiple choice question #2 response","pre-test, module 4, Multiple choice question #3 response","pre-test, module 4, Multiple choice question #4 response","pre-test, module 4, Multiple choice question #1 score","pre-test, module 4, Multiple choice question #2 score","pre-test, module 4, Multiple choice question #3 score","pre-test, module 4, Multiple choice question #4 score","pre-test, module 4, Multiple choice question #total score","pre-test, module 4, Likert question #1 ","pre-test, module 4, Likert question #2 ","pre-test, module 4, Likert question #3 ","pre-test, module 4, Likert question #4 ","pre-test, module 4, Likert question #5 ","pre-test, module 4, Likert question #6 ","pre-test, module 17, Multiple choice question #1 response","pre-test, module 17, Multiple choice question #2 response","pre-test, module 17, Multiple choice question #3 response","pre-test, module 17, Multiple choice question #4 response","pre-test, module 17, Multiple choice question #1 score","pre-test, module 17, Multiple choice question #2 score","pre-test, module 17, Multiple choice question #3 score","pre-test, module 17, Multiple choice question #4 score","pre-test, module 17, Multiple choice question #total score","pre-test, module 17, Likert question #2 ","pre-test, module 17, Likert question #3 ","pre-test, module 17, Likert question #4 ","pre-test, module 17, Likert question #5 ",end of pre-test,"post-test, module 1, Multiple choice question #1 response","post-test, module 1, Multiple choice question #2 response","post-test, module 1, Multiple choice question #3 response","post-test, module 1, Multiple choice question #4 response","post-test, module 1, Multiple choice question #1 score","post-test, module 1, Multiple choice question #3 score","post-test, module 1, Multiple choice question #2 score","post-test, module 1, Multiple choice question #4 score","post-test, module 1, Multiple choice question #total score","post-test, module 1, Likert question #1 ","post-test, module 1, Likert question #2 ","post-test, module 1, Likert question #3 ","post-test, module 1, Likert question #4 ","post-test, module 1, Likert question #5 ","post-test, module 1, Likert question #6 ","post-test, module 1, Likert question #7 ","post-test, module 1, Learner evaluation of facilitator question #1 ","post-test, module 1, Learner evaluation of facilitator question #2 ","post-test, module 1, Learner evaluation of facilitator question #3 ","post-test, module 1, Learner evaluation of facilitator question #4 ","post-test, module 1, Learner evaluation of facilitator question #5 ","post-test, module 1, Learner evaluation of module question #1 ","post-test, module 1, Learner evaluation of module question #2 ","post-test, module 1, Learner evaluation of module question #3 ","post-test, module 1, Learner evaluation of module question #4 ","post-test, module 1, Learner evaluation of module question #5 ","post-test, module 3, Multiple choice question #1 response","post-test, module 3, Multiple choice question #2 response","post-test, module 3, Multiple choice question #3 response","post-test, module 3, Multiple choice question #4.1 response","post-test, module 3, Multiple choice question #4.2 response","post-test, module 3, Multiple choice question #4.3 response","post-test, module 3, Multiple choice question #4.4 response","post-test, module 3, Multiple choice question #5 response","post-test, module 3, Multiple choice question #1 score","post-test, module 3, Multiple choice question #2 score","post-test, module 3, Multiple choice question #3 score","post-test, module 3, Multiple choice question #4.1 score","post-test, module 3, Multiple choice question #4.2 score","post-test, module 3, Multiple choice question #4.3 score","post-test, module 3, Multiple choice question #4.4 score","post-test, module 3, Multiple choice question #5 score","post-test, module 3, Multiple choice question #total score","post-test, module 3, Likert question #1 ","post-test, module 3, Likert question #2 ","post-test, module 3, Likert question #3 ","post-test, module 3, Likert question #4 ","post-test, module 3, Likert question #5 ","post-test, module 3, Learner evaluation of facilitator question #1 ","post-test, module 3, Learner evaluation of facilitator question #2 ","post-test, module 3, Learner evaluation of facilitator question #3 ","post-test, module 3, Learner evaluation of facilitator question #4 ","post-test, module 3, Learner evaluation of facilitator question #5 ","post-test, module 3, Learner evaluation of module question #1 ","post-test, module 3, Learner evaluation of module question #2 ","post-test, module 3, Learner evaluation of module question #3 ","post-test, module 3, Learner evaluation of module question #4 ","post-test, module 3, Learner evaluation of module question #5 ","post-test, module 4, Multiple choice question #1 response","post-test, module 4, Multiple choice question #2 response","post-test, module 4, Multiple choice question #3 response","post-test, module 4, Multiple choice question #4 response","post-test, module 4, Multiple choice question #1 score","post-test, module 4, Multiple choice question #2 score","post-test, module 4, Multiple choice question #3 score","post-test, module 4, Multiple choice question #4 score","post-test, module 4, Multiple choice question #total score","post-test, module 4, Likert question #1 ","post-test, module 4, Likert question #2 ","post-test, module 4, Likert question #3 ","post-test, module 4, Likert question #4 ","post-test, module 4, Likert question #5 ","post-test, module 4, Likert question #6 ","post-test, module 4, Learner evaluation of facilitator question #1 ","post-test, module 4, Learner evaluation of facilitator question #2 ","post-test, module 4, Learner evaluation of facilitator question #3 ","post-test, module 4, Learner evaluation of facilitator question #4 ","post-test, module 4, Learner evaluation of facilitator question #5 ","post-test, module 4, Learner evaluation of module question #1 ","post-test, module 4, Learner evaluation of module question #2 ","post-test, module 4, Learner evaluation of module question #3 ","post-test, module 4, Learner evaluation of module question #4 ","post-test, module 4, Learner evaluation of module question #5 ","post-test, module 17, Multiple choice question #1 response","post-test, module 17, Multiple choice question #2 response","post-test, module 17, Multiple choice question #3 response","post-test, module 17, Multiple choice question #4 response","post-test, module 17, Multiple choice question #1 score","post-test, module 17, Multiple choice question #2 score","post-test, module 17, Multiple choice question #3 score","post-test, module 17, Multiple choice question #4 score","post-test, module 17, Multiple choice question #total score","post-test, module 17, Likert question #2 ","post-test, module 17, Likert question #3 ","post-test, module 17, Likert question #4 ","post-test, module 17, Likert question #5 ","post-test, module 17, Learner evaluation of facilitator question #1 ","post-test, module 17, Learner evaluation of facilitator question #2 ","post-test, module 17, Learner evaluation of facilitator question #3 ","post-test, module 17, Learner evaluation of facilitator question #4 ","post-test, module 17, Learner evaluation of facilitator question #5 ","post-test, module 17, Learner evaluation of module question #1 ","post-test, module 17, Learner evaluation of module question #2 ","post-test, module 17, Learner evaluation of module question #3 ","post-test, module 17, Learner evaluation of module question #4 ","post-test, module 17, Learner evaluation of module question #5 ","post-test, all modules, reflection question #1 ","post-test, all modules, reflection question #2 ","post-test, all modules, reflection question #3 ",end of post-test
id,form_date,facility,training_level,clinical_site,profession_category,gender,country,m1_1_1,m1_1_2,m1_1_3,m1_1_4,m1_1_1_score,m1_1_3_score,m1_1_2_score,m1_1_4_score,m1_total_score,m1_2_1,m1_2_2,m1_2_3,m1_2_4,m1_2_5,m1_2_6,m1_2_7,m3_1_1,m3_1_2,m3_1_3,m3_1_4_1,m3_1_4_2,m3_1_4_3,m3_1_4_4,m3_1_5,m3_1_1_score,m3_1_2_score,m3_1_3_score,m3_1_4_1_score,m3_1_4_2_score,m3_1_4_3_score,m3_1_4_4_score,m3_1_5_score,m3_total_score,m3_2_1,m3_2_2,m3_2_3,m3_2_4,m3_2_5,m4_1_1,m4_1_2,m4_1_3,m4_1_4,m4_1_1_score,m4_1_2_score,m4_1_3_score,m4_1_4_score,m4_total_score,m4_2_1,m4_2_2,m4_2_3,m4_2_4,m4_2_5,m4_2_6,m17_1_1,m17_1_2,m17_1_3,m17_1_4,m17_1_1_score,m17_1_2_score,m17_1_3_score,m17_1_4_score,m17_total__score,m17_2_2,m17_2_3,m17_2_4,m17_2_5,completed_pre,Pm1_1_1,Pm1_1_2,Pm1_1_3,Pm1_1_4,Pm1_1_1_score,Pm1_1_3_score,Pm1_1_2_score,Pm1_1_4_score,Pm1_total_score,Pm1_2_1,Pm1_2_2,Pm1_2_3,Pm1_2_4,Pm1_2_5,Pm1_2_6,Pm1_2_7,Pm1_3_1,Pm1_3_2,Pm1_3_3,Pm1_3_4,Pm1_3_5,Pm1_4_1,Pm1_4_2,Pm1_4_3,Pm1_4_4,Pm1_4_5,Pm3_1_1,Pm3_1_2,Pm3_1_3,Pm3_1_4_1,Pm3_1_4_2,Pm3_1_4_3,Pm3_1_4_4,Pm3_1_5,Pm3_1_1_score,Pm3_1_2_score,Pm3_1_3_score,Pm3_1_4_1_score,Pm3_1_4_2_score,Pm3_1_4_3_score,Pm3_1_4_4_score,Pm3_1_5_score,Pm3_total_score,Pm3_2_1,Pm3_2_2,Pm3_2_3,Pm3_2_4,Pm3_2_5,Pm3_3_1,Pm3_3_2,Pm3_3_3,Pm3_3_4,Pm3_3_5,Pm3_4_1,Pm3_4_2,Pm3_4_3,Pm3_4_4,Pm3_4_5,Pm4_1_1,Pm4_1_2,Pm4_1_3,Pm4_1_4,Pm4_1_1_score,Pm4_1_2_score,Pm4_1_3_score,Pm4_1_4_score,Pm4_total_score,Pm4_2_1,Pm4_2_2,Pm4_2_3,Pm4_2_4,Pm4_2_5,Pm4_2_6,Pm4_3_1,Pm4_3_2,Pm4_3_3,Pm4_3_4,Pm4_3_5,Pm4_4_1,Pm4_4_2,Pm4_4_3,Pm4_4_4,Pm4_4_5,Pm17_1_1,Pm17_1_2,Pm17_1_3,Pm17_1_4,Pm17_1_1_score,Pm17_1_2_score,Pm17_1_3_score,Pm17_1_4_score,Pm17_total__score,Pm17_2_2,Pm17_2_3,Pm17_2_4,Pm17_2_5,Pm17_3_1,Pm17_3_2,Pm17_3_3,Pm17_3_4,Pm17_3_5,Pm17_4_1,Pm17_4_2,Pm17_4_3,Pm17_4_4,Pm17_4_5,FINAL_REFLECTIONS_REFLECTION_1,FINAL_REFLECTIONS_REFLECTION_2,FINAL_REFLECTIONS_REFLECTION_3,completed_post
2055,01Oct19:18:07:27,"University
of
Zimbabwe","Post-graduate
new provider
(within 12 months
of graduation)",UNKNOWN,Medical,Female,Zimbabwe,a,a,c,b,1,1,1,0,75,3,3,3,3,3,3,.,b,b,b,3,3,3,3,b,0,0,0,1,0,0,0,0,12.5,4,4,4,4,.,b,b,a,b,1,1,0,0,50,4,4,3,3,3,.,c,b,a,c,0,0,0,1,25,2,2,2,2,1,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,,,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,,,,.
1810,09Nov19:13:52:47,"University
of
Zimbabwe","Post-graduate
(beyond 12
months of
graduation)",UNKNOWN,Pharmacy,Female,Zimbabwe,a,a,c,c,1,1,1,1,100,3,4,4,3,4,3,.,c,d,d,3,1,4,2,c,1,1,1,1,1,1,1,0,87.5,4,4,3,4,.,b,b,d,b,1,1,1,0,75,4,4,4,4,4,.,d,a,a,c,0,0,0,1,25,2,2,4,3,1,a,a,c,c,1,1,1,1,100,3,4,4,3,4,4,.,4,4,1,1,No,5,5,5,5,,c,d,d,3,1,4,2,c,1,1,1,1,1,1,1,0,87.5,4,4,4,4,.,4,4,1,1,No,5,5,5,5,,b,b,d,d,1,1,1,1,100,4,4,4,4,4,.,4,4,1,1,No,5,5,5,5,,b,c,a,c,1,1,0,1,75,3,3,4,4,4,4,1,1,No,5,5,5,5,,"I am now more confident to engage other healthcare
professionals such as laboratory scientists with
relevant questions now that I am more conversant
with their role as well as tests relevant for managing
HIV infected patients.","We have started using process mapping to review
processes with poor benchmark data","It will greatly improve it. I am now more confident of
a wider range of HIV  management topics",1
520,20Nov19:15:34:02,"University
of
Zimbabwe","Pre-service
Student","Parirenyatwa
Hospital",Nursing/midwifery,Female,Zimbabwe,a,a,c,c,1,1,1,1,100,3,2,2,3,3,3,3,c,b,a,2,2,4,2,a,1,0,0,0,0,0.25,0.25,1,50,2,2,3,3,3,b,b,d,d,1,1,1,1,100,3,3,3,3,3,3,c,d,a,c,0,0,0,1,25,2,2,3,3,1,a,a,c,c,1,1,1,1,100,3,3,3,3,3,4,3,4,5,1,1,no,5,4,4,4,no,c,d,c,3,1,4,2,a,1,1,0,0.25,0.25,0.25,0.25,1,80,3,4,4,3,3,4,5,1,1,"The Facilitator was very Knowledgeable and as
going relevant practical examples",5,5,4,4,no,b,b,d,d,1,1,1,1,100,4,4,4,4,3,3,4,5,1,1,no,5,5,5,4,no,b,c,a,c,1,1,0,1,75,4,3,4,3,4,5,1,1,no,5,5,4,4,no,"Communicate with my workmates and educate them
on importance of collaborative health care.",Educate other staff members,"Increased my understanding of HIV hence better
care should be provided to patiens.",1
669,21Nov19:08:42:58,"University
of
Zimbabwe","Pre-service
Student","Parirenyatwa
Hospital",Nursing/midwifery,Female,Zimbabwe,c,a,c,c,0,1,1,1,75,2,3,3,3,3,3,5,c,d,e,1,4,3,2,d,1,1,0,0,0,0,0.25,0,45,2,3,2,3,5,b,b,d,b,1,1,1,0,75,5,2,2,3,5,5,a,a,a,c,0,0,0,1,25,1,1,1,2,1,a,a,c,c,1,1,1,1,100,4,4,4,4,4,4,3,4,5,1,1,no,5,4,3,5,no,c,d,b,3,1,4,2,a,1,1,0,0.25,0.25,0.25,0.25,1,80,4,4,4,4,3,5,5,1,1,no,5,5,4,4,no,b,b,d,a,1,1,1,0,75,4,4,4,4,4,3,5,4,1,1,no,5,5,3,4,no,c,c,a,c,0,1,0,1,50,4,3,4,4,5,5,1,1,no,5,5,4,5,no,no comment,no comment,no comment,1
657,21Nov19:09:03:43,"University
of
Zimbabwe","Pre-service
Student","Parirenyatwa
Hospital",Nursing/midwifery,Female,Zimbabwe,a,a,c,c,1,1,1,1,100,3,4,4,4,4,4,5,c,b,e,2,2,4,1,e,1,0,0,0,0,0.25,0,0,25,4,4,4,4,5,b,b,d,b,1,1,1,0,75,4,4,4,4,2,5,a,d,a,c,0,0,0,1,25,4,4,4,4,1,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,,,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,,,,.
2701,27Nov19:07:58:39,"University
of
Zimbabwe","Pre-service
Student","Parirenyatwa
Hospital",Medical,Male,Zimbabwe,a,a,c,c,1,1,1,1,100,2,2,2,3,3,3,2,c,d,d,3,1,4,2,c,1,1,1,0.25,0.25,0.25,0.25,0,80,2,2,2,2,2,b,b,d,b,1,1,1,0,75,3,1,2,3,1,2,d,c,a,c,0,1,0,1,50,3,2,2,2,1,a,a,c,c,1,1,1,1,100,4,4,4,4,4,4,4,5,5,1,1,No comment,5,5,3,3,,c,d,d,3,1,4,2,a,1,1,1,0.25,0.25,0.25,0.25,1,100,4,4,4,4,4,5,5,1,1,No comment,5,5,5,5,,b,b,d,d,1,1,1,1,100,4,4,4,4,4,4,4,4,1,1,No comment,4,4,5,5,,b,c,c,c,1,1,1,1,100,4,4,4,4,4,5,1,1,No comment,5,5,5,5,,,,,1
963,27Nov19:08:06:03,"University
of
Zimbabwe","Pre-service
Student","Parirenyatwa
Hospital",Medical,Other,Zimbabwe,a,a,c,c,1,1,1,1,100,3,3,3,2,3,3,4,c,d,d,3,1,4,2,c,1,1,1,0.25,0.25,0.25,0.25,0,80,3,2,3,3,3,b,b,d,a,1,1,1,0,75,3,3,3,3,1,2,b,a,a,c,1,0,0,1,50,3,3,3,3,1,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,,,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,,,,,.
3681,27Nov19:08:10:48,"University
of
Zimbabwe","Pre-service
Student","Parirenyatwa
Center of
Excellence
(OI Clinic)",Medical,Female,Zimbabwe,a,a,c,c,1,1,1,1,100,2,2,2,1,2,2,2,c,d,d,3,1,4,2,a,1,1,1,0.25,0.25,0.25,0.25,1,100,2,2,1,2,2,b,b,d,b,1,1,1,0,75,2,2,2,2,1,2,c,a,a,c,0,0,0,1,25,2,1,1,1,1,a,a,c,c,1,1,1,1,100,3,3,3,3,3,3,5,4,4,1,1,It was interactive learnt better,5,4,3,3,nil,c,d,d,3,1,4,2,a,1,1,1,0.25,0.25,0.25,0.25,1,100,3,3,3,3,3,4,4,1,1,It was really time and we learnt better,4,4,3,3,nil,b,b,d,d,1,1,1,1,100,3,3,3,3,3,3,4,4,1,1,nil,5,5,4,4,nil,b,c,c,c,1,1,1,1,100,3,3,3,3,5,4,1,1,nil,5,4,5,4,nil,"Recognise was that every professional was an
important role to play and we all have similar values
in relation to treating patients hence i will treat all my
colleagues with respect and try communicate","Having an accountability partner following guidelines
listening to patients worries and trying to address
them","What the latest information on guidelines feel better
equipped to handle similar cases when i graduate",1
3574,27Nov19:08:11:24,"University
of
Zimbabwe","Pre-service
Student","Parirenyatwa
Hospital",Medical,Other,Zimbabwe,a,a,c,c,1,1,1,1,100,3,2,3,3,3,2,3,c,d,d,3,1,4,2,a,1,1,1,0.25,0.25,0.25,0.25,1,100,3,3,3,3,2,a,b,d,b,0,1,1,0,50,3,3,3,3,1,3,b,a,a,c,1,0,0,1,50,2,2,2,2,1,a,a,c,c,1,1,1,1,100,4,4,4,4,3,4,4,4,4,1,1,"Add videos, colorful flow chats and student based
leading of programmes to stimulate more interest.",5,4,4,4,No,c,d,d,3,1,4,2,a,1,1,1,0.25,0.25,0.25,0.25,1,100,4,4,4,3,4,4,4,1,1,No.,5,5,4,3,No.,b,b,d,a,1,1,1,0,75,3,4,4,4,4,3,4,4,1,1,More time for discussions.,5,4,4,3,No.,b,c,a,c,1,1,0,1,75,4,4,4,4,4,4,1,1,No.,4,4,3,4,No.,"Doing workshops frequently and in cooperating
nurses and nurse aids on ward rounds and
encourage teaching among each other.","Keep encouraging interprofessional collaboration
through pamphlets and posters.","It will help me address all the aspects of a patient
which include drugs, psychosocial and community.",1
